Exercise_ID,Exercise_Name,Body_Part,Condition,Equipment,Reps_Sets,Duration,Intensity_Level,Goal
5521,Trunk Rotation,Arm,Stroke Recovery,Mat,3x15,16 min,High,Increase flexibility
5522,Lunges,Knee,Chronic Pain,Mat,5x10,9 min,Medium,Reduce pain
5523,Wall Push-Ups,Ankle,Mobility Issue,Resistance Band,2x14,8 min,Medium,Reduce pain
5524,Seated Marching,Shoulder,Sports Injury,Wall,3x12,15 min,High,Increase flexibility
5525,Lunges,Leg,Arthritis,Ball,4x8,8 min,High,Increase flexibility
5526,Toe Raises,Wrist,Stiffness,Dumbbell,3x14,13 min,Medium,Reduce pain
5527,Hip Abduction,Back,Post Surgery,Chair,2x13,5 min,Medium,Improve mobility
5528,Knee Extensions,Arm,Mobility Issue,Ball,2x16,14 min,High,Increase flexibility
5529,Pelvic Tilt,Leg,Stiffness,Chair,4x19,19 min,Medium,Improve mobility
5530,Toe Raises,Neck,Mobility Issue,Wall,5x11,16 min,Medium,Rehabilitation
5531,Wrist Flexion,Shoulder,Arthritis,Resistance Band,3x16,8 min,Low,Rehabilitation
5532,Arm Circles,Knee,Lower Back Pain,Ball,4x12,20 min,High,Increase flexibility
5533,Heel Slides,Neck,Arthritis,Mat,4x13,16 min,High,Reduce pain
5534,Ankle Pumps,Core,Post Surgery,Dumbbell,4x9,25 min,Medium,Strengthen muscles
5535,Hip Abduction,Arm,Muscle Weakness,Resistance Band,3x14,9 min,High,Reduce pain
5536,Wrist Flexion,Ankle,Stiffness,None,3x18,19 min,Low,Improve balance
5537,Hip Abduction,Knee,Post Surgery,None,3x18,10 min,Low,Improve balance
5538,Sit to Stand,Back,Stiffness,Resistance Band,5x17,21 min,Medium,Improve balance
5539,Quad Sets,Shoulder,Stiffness,Dumbbell,3x10,17 min,High,Strengthen muscles
5540,Shoulder Flexion,Shoulder,Chronic Pain,Chair,2x18,9 min,Low,Strengthen muscles
5541,Bridging,Hip,Muscle Weakness,Wall,5x11,24 min,High,Improve mobility
5542,Seated Marching,Neck,Arthritis,Wall,5x8,13 min,Medium,Increase flexibility
5543,Calf Raises,Back,Mobility Issue,Mat,5x13,16 min,Low,Rehabilitation
5544,Knee Extensions,Hip,Arthritis,Wall,2x18,25 min,Medium,Improve circulation
5545,Wall Push-Ups,Shoulder,Post Surgery,Chair,4x14,23 min,High,Increase flexibility
5546,Heel Slides,Arm,Post Fracture,Resistance Band,3x11,5 min,High,Rehabilitation
5547,Pelvic Tilt,Core,Stiffness,Ball,3x8,20 min,High,Strengthen muscles
5548,Wrist Flexion,Arm,Muscle Weakness,Resistance Band,5x15,23 min,High,Rehabilitation
5549,Knee Extensions,Back,Chronic Pain,Chair,5x11,20 min,High,Reduce pain
5550,Finger Stretch,Back,Stroke Recovery,None,2x20,16 min,Low,Improve mobility
5551,Arm Circles,Core,Chronic Pain,Chair,4x17,20 min,Medium,Improve circulation
5552,Hip Abduction,Leg,Stroke Recovery,Wall,4x13,14 min,Low,Improve mobility
5553,Wall Push-Ups,Hip,Stroke Recovery,Mat,5x11,12 min,Medium,Strengthen muscles
5554,Lunges,Leg,Sports Injury,Chair,3x18,20 min,Low,Improve mobility
5555,Sit to Stand,Ankle,Post Fracture,Dumbbell,2x15,21 min,Low,Improve balance
5556,Shoulder Flexion,Knee,Post Surgery,Wall,5x19,11 min,Medium,Strengthen muscles
5557,Heel Slides,Arm,Stiffness,Chair,3x17,19 min,High,Strengthen muscles
5558,Bridging,Arm,Post Surgery,None,3x16,19 min,Low,Strengthen muscles
5559,Wall Push-Ups,Shoulder,Post Fracture,Chair,4x11,11 min,High,Improve circulation
5560,Quad Sets,Hip,Chronic Pain,None,2x14,24 min,High,Improve balance
5561,Ankle Pumps,Ankle,Stiffness,Mat,3x12,6 min,Low,Improve circulation
5562,Calf Raises,Ankle,Sports Injury,Ball,4x9,14 min,Low,Improve circulation
5563,Calf Raises,Leg,Lower Back Pain,Wall,4x10,6 min,Medium,Improve mobility
5564,Hamstring Curl,Ankle,Muscle Weakness,None,2x11,12 min,High,Rehabilitation
5565,Wall Push-Ups,Shoulder,Post Surgery,None,5x15,10 min,Medium,Improve mobility
5566,Heel Slides,Shoulder,Stiffness,Chair,5x10,17 min,Medium,Reduce pain
5567,Finger Stretch,Knee,Lower Back Pain,Resistance Band,2x18,24 min,Medium,Increase flexibility
5568,Trunk Rotation,Wrist,Post Fracture,Wall,5x18,21 min,Medium,Improve mobility
5569,Ankle Pumps,Arm,Stiffness,Resistance Band,5x9,9 min,High,Rehabilitation
5570,Knee Extensions,Wrist,Lower Back Pain,Chair,5x12,5 min,High,Rehabilitation
5571,Quad Sets,Shoulder,Chronic Pain,Wall,4x11,17 min,Low,Reduce pain
5572,Finger Stretch,Back,Post Fracture,Wall,4x9,5 min,High,Improve balance
5573,Hamstring Curl,Shoulder,Muscle Weakness,Chair,5x19,9 min,High,Improve circulation
5574,Hip Abduction,Arm,Arthritis,None,2x19,14 min,Low,Improve mobility
5575,Shoulder Flexion,Wrist,Sports Injury,Ball,5x11,5 min,Low,Strengthen muscles
5576,Knee Extensions,Back,Lower Back Pain,Chair,5x18,10 min,Low,Reduce pain
5577,Heel Slides,Wrist,Post Surgery,Chair,4x15,17 min,High,Reduce pain
5578,Quad Sets,Ankle,Post Fracture,Wall,2x18,9 min,Medium,Strengthen muscles
5579,Hip Abduction,Back,Stiffness,Dumbbell,3x19,11 min,Medium,Improve circulation
5580,Quad Sets,Core,Post Fracture,Wall,4x9,10 min,Low,Strengthen muscles
5581,Shoulder Flexion,Ankle,Sports Injury,Ball,2x10,5 min,Low,Rehabilitation
5582,Toe Raises,Shoulder,Mobility Issue,Ball,2x8,13 min,Medium,Strengthen muscles
5583,Finger Stretch,Neck,Muscle Weakness,Dumbbell,3x14,23 min,Low,Improve mobility
5584,Seated Marching,Hip,Stroke Recovery,Resistance Band,5x10,20 min,Medium,Reduce pain
5585,Heel Slides,Ankle,Mobility Issue,Chair,2x17,13 min,High,Rehabilitation
5586,Knee Extensions,Wrist,Mobility Issue,None,4x15,13 min,Low,Improve circulation
5587,Wall Push-Ups,Core,Post Surgery,Ball,4x9,16 min,Low,Improve balance
5588,Knee Extensions,Wrist,Chronic Pain,Dumbbell,5x15,7 min,Medium,Increase flexibility
5589,Wrist Flexion,Wrist,Muscle Weakness,Wall,2x8,10 min,Medium,Increase flexibility
5590,Finger Stretch,Ankle,Post Fracture,Mat,3x10,9 min,Low,Increase flexibility
5591,Calf Raises,Leg,Stiffness,Dumbbell,5x9,8 min,Low,Rehabilitation
5592,Seated Marching,Neck,Arthritis,Chair,5x11,16 min,Low,Improve mobility
5593,Hip Abduction,Knee,Chronic Pain,Chair,2x9,20 min,High,Strengthen muscles
5594,Ankle Pumps,Back,Muscle Weakness,Dumbbell,4x13,14 min,Medium,Rehabilitation
5595,Quad Sets,Leg,Post Surgery,None,2x10,19 min,Medium,Improve circulation
5596,Pelvic Tilt,Ankle,Sports Injury,Mat,3x20,22 min,Medium,Improve balance
5597,Toe Raises,Leg,Sports Injury,Wall,5x18,20 min,Medium,Improve mobility
5598,Knee Extensions,Arm,Chronic Pain,Dumbbell,3x13,16 min,Low,Increase flexibility
5599,Lunges,Shoulder,Stiffness,Wall,4x15,19 min,High,Strengthen muscles
5600,Calf Raises,Knee,Sports Injury,Dumbbell,2x19,24 min,High,Improve balance
5601,Ankle Pumps,Wrist,Post Fracture,None,5x18,23 min,Medium,Improve mobility
5602,Ankle Pumps,Shoulder,Arthritis,Wall,2x18,24 min,Low,Improve circulation
5603,Finger Stretch,Ankle,Post Fracture,Wall,5x17,18 min,High,Improve balance
5604,Arm Circles,Wrist,Lower Back Pain,Chair,5x8,18 min,High,Rehabilitation
5605,Arm Circles,Neck,Post Fracture,Chair,5x11,25 min,Low,Improve mobility
5606,Seated Marching,Wrist,Mobility Issue,Chair,5x10,13 min,High,Increase flexibility
5607,Neck Stretch,Neck,Post Surgery,Dumbbell,5x14,15 min,High,Reduce pain
5608,Hip Abduction,Neck,Post Surgery,Dumbbell,5x12,15 min,Medium,Reduce pain
5609,Arm Circles,Hip,Sports Injury,Ball,2x12,21 min,Medium,Rehabilitation
5610,Hamstring Curl,Hip,Lower Back Pain,Ball,4x9,14 min,High,Improve balance
5611,Calf Raises,Neck,Arthritis,Resistance Band,4x13,13 min,Medium,Improve balance
5612,Wrist Flexion,Leg,Chronic Pain,Dumbbell,3x15,18 min,Medium,Improve balance
5613,Hip Abduction,Knee,Stroke Recovery,Mat,3x14,17 min,High,Strengthen muscles
5614,Sit to Stand,Arm,Muscle Weakness,Chair,5x16,23 min,Low,Improve mobility
5615,Finger Stretch,Leg,Arthritis,Chair,4x13,20 min,Low,Rehabilitation
5616,Heel Slides,Leg,Post Fracture,Ball,2x10,20 min,Low,Strengthen muscles
5617,Hip Abduction,Hip,Post Fracture,Resistance Band,5x14,7 min,Medium,Improve balance
5618,Neck Stretch,Core,Mobility Issue,None,2x14,18 min,High,Improve balance
5619,Bridging,Hip,Stiffness,Ball,5x20,8 min,Medium,Reduce pain
5620,Hamstring Curl,Shoulder,Mobility Issue,Wall,5x15,5 min,Low,Strengthen muscles
5621,Knee Extensions,Knee,Post Surgery,Wall,3x11,8 min,Low,Improve mobility
5622,Hip Abduction,Core,Post Surgery,Chair,2x19,12 min,Low,Improve balance
5623,Ankle Pumps,Shoulder,Post Surgery,Wall,4x13,10 min,High,Reduce pain
5624,Knee Extensions,Shoulder,Post Surgery,Mat,5x11,12 min,High,Reduce pain
5625,Wrist Flexion,Back,Post Surgery,Ball,5x20,20 min,Medium,Strengthen muscles
5626,Calf Raises,Shoulder,Chronic Pain,Dumbbell,3x18,21 min,High,Strengthen muscles
5627,Pelvic Tilt,Leg,Stiffness,Ball,4x14,5 min,High,Strengthen muscles
5628,Hamstring Curl,Arm,Muscle Weakness,None,3x18,6 min,Low,Reduce pain
5629,Lunges,Arm,Muscle Weakness,Wall,4x19,9 min,High,Improve circulation
5630,Wall Push-Ups,Arm,Muscle Weakness,Mat,4x20,16 min,Medium,Improve circulation
5631,Neck Stretch,Hip,Stroke Recovery,None,5x20,11 min,Medium,Improve mobility
5632,Hip Abduction,Arm,Chronic Pain,Chair,3x18,20 min,High,Increase flexibility
5633,Quad Sets,Leg,Chronic Pain,Resistance Band,2x20,22 min,Medium,Rehabilitation
5634,Hip Abduction,Neck,Sports Injury,Dumbbell,4x8,13 min,Medium,Improve balance
5635,Lunges,Hip,Chronic Pain,None,2x11,18 min,Low,Strengthen muscles
5636,Arm Circles,Leg,Muscle Weakness,Dumbbell,5x17,14 min,Low,Improve circulation
5637,Knee Extensions,Ankle,Post Fracture,Ball,4x13,16 min,Low,Increase flexibility
5638,Pelvic Tilt,Shoulder,Arthritis,Mat,5x8,22 min,Medium,Increase flexibility
5639,Finger Stretch,Knee,Post Surgery,Ball,5x16,21 min,Low,Improve balance
5640,Knee Extensions,Hip,Post Surgery,Ball,4x20,6 min,Medium,Improve balance
5641,Ankle Pumps,Back,Stiffness,Chair,5x9,18 min,Low,Increase flexibility
5642,Heel Slides,Leg,Post Surgery,Dumbbell,4x11,20 min,Medium,Reduce pain
5643,Wrist Flexion,Wrist,Stroke Recovery,Dumbbell,5x8,13 min,Medium,Improve balance
5644,Toe Raises,Hip,Chronic Pain,None,4x10,13 min,High,Increase flexibility
5645,Hip Abduction,Arm,Lower Back Pain,Resistance Band,3x13,6 min,Low,Improve mobility
5646,Hip Abduction,Hip,Post Surgery,None,3x17,12 min,Medium,Reduce pain
5647,Hamstring Curl,Core,Chronic Pain,Ball,5x15,11 min,Low,Improve balance
5648,Calf Raises,Wrist,Mobility Issue,Ball,4x17,13 min,Medium,Reduce pain
5649,Knee Extensions,Wrist,Sports Injury,Resistance Band,5x16,5 min,High,Improve circulation
5650,Pelvic Tilt,Neck,Arthritis,None,5x17,20 min,Low,Improve mobility
5651,Shoulder Flexion,Wrist,Sports Injury,Ball,4x17,14 min,High,Reduce pain
5652,Finger Stretch,Leg,Lower Back Pain,Wall,3x14,25 min,Low,Strengthen muscles
5653,Wrist Flexion,Wrist,Stroke Recovery,Dumbbell,4x11,7 min,High,Improve circulation
5654,Wall Push-Ups,Hip,Lower Back Pain,Mat,4x20,11 min,Medium,Strengthen muscles
5655,Seated Marching,Knee,Stroke Recovery,None,2x11,23 min,Low,Improve circulation
5656,Calf Raises,Neck,Lower Back Pain,Chair,2x19,25 min,Low,Rehabilitation
5657,Bridging,Hip,Mobility Issue,Ball,4x9,17 min,Medium,Rehabilitation
5658,Sit to Stand,Hip,Chronic Pain,Dumbbell,4x16,22 min,Low,Improve circulation
5659,Wrist Flexion,Arm,Sports Injury,Chair,3x18,23 min,Low,Improve balance
5660,Heel Slides,Neck,Chronic Pain,Mat,3x13,25 min,Low,Improve mobility
5661,Hamstring Curl,Leg,Sports Injury,Wall,2x8,22 min,Medium,Improve circulation
5662,Hip Abduction,Wrist,Lower Back Pain,Wall,5x15,14 min,Low,Reduce pain
5663,Bridging,Wrist,Muscle Weakness,Chair,3x14,9 min,Low,Improve mobility
5664,Toe Raises,Back,Chronic Pain,Dumbbell,2x20,6 min,High,Strengthen muscles
5665,Shoulder Flexion,Knee,Arthritis,Ball,3x19,20 min,High,Strengthen muscles
5666,Lunges,Neck,Post Surgery,Chair,2x13,9 min,Low,Reduce pain
5667,Hamstring Curl,Core,Lower Back Pain,Resistance Band,2x8,14 min,Low,Improve circulation
5668,Knee Extensions,Knee,Lower Back Pain,Ball,3x16,24 min,Low,Rehabilitation
5669,Arm Circles,Neck,Sports Injury,Ball,3x19,15 min,High,Improve balance
5670,Seated Marching,Leg,Stiffness,Dumbbell,4x19,25 min,Low,Improve balance
5671,Ankle Pumps,Leg,Muscle Weakness,Ball,5x11,21 min,Low,Improve mobility
5672,Hamstring Curl,Back,Stiffness,Chair,2x14,9 min,Medium,Strengthen muscles
5673,Pelvic Tilt,Knee,Sports Injury,Ball,4x16,12 min,High,Improve balance
5674,Wrist Flexion,Shoulder,Sports Injury,Wall,5x12,17 min,Low,Rehabilitation
5675,Pelvic Tilt,Knee,Lower Back Pain,Resistance Band,4x19,11 min,High,Improve balance
5676,Quad Sets,Ankle,Lower Back Pain,Mat,2x16,23 min,Low,Improve balance
5677,Bridging,Knee,Stiffness,Wall,5x17,16 min,Medium,Improve circulation
5678,Shoulder Flexion,Back,Chronic Pain,Mat,2x18,6 min,Low,Reduce pain
5679,Calf Raises,Neck,Mobility Issue,Resistance Band,2x17,25 min,Low,Improve circulation
5680,Knee Extensions,Hip,Lower Back Pain,Ball,3x18,7 min,Low,Improve circulation
5681,Shoulder Flexion,Arm,Post Surgery,None,5x15,14 min,High,Rehabilitation
5682,Finger Stretch,Shoulder,Sports Injury,Mat,3x11,22 min,Medium,Improve mobility
5683,Sit to Stand,Shoulder,Mobility Issue,Chair,2x15,5 min,Low,Improve circulation
5684,Arm Circles,Hip,Arthritis,Wall,2x18,17 min,Low,Improve balance
5685,Neck Stretch,Arm,Post Fracture,None,3x17,9 min,High,Improve circulation
5686,Wrist Flexion,Ankle,Post Surgery,Mat,2x19,9 min,High,Strengthen muscles
5687,Hip Abduction,Ankle,Mobility Issue,Resistance Band,2x18,6 min,Low,Improve balance
5688,Calf Raises,Arm,Sports Injury,Dumbbell,2x19,13 min,High,Reduce pain
5689,Wall Push-Ups,Arm,Chronic Pain,Ball,2x11,21 min,High,Increase flexibility
5690,Neck Stretch,Leg,Post Fracture,Dumbbell,4x9,17 min,Medium,Strengthen muscles
5691,Heel Slides,Knee,Muscle Weakness,Resistance Band,2x19,22 min,Low,Reduce pain
5692,Wall Push-Ups,Neck,Mobility Issue,Dumbbell,2x12,22 min,High,Rehabilitation
5693,Hamstring Curl,Ankle,Stroke Recovery,Mat,3x9,25 min,Medium,Improve balance
5694,Lunges,Hip,Stiffness,None,2x13,21 min,Low,Improve balance
5695,Ankle Pumps,Ankle,Mobility Issue,Chair,4x14,18 min,Medium,Reduce pain
5696,Pelvic Tilt,Arm,Stiffness,None,3x18,10 min,High,Reduce pain
5697,Hamstring Curl,Back,Post Surgery,Mat,5x15,14 min,High,Strengthen muscles
5698,Toe Raises,Shoulder,Post Fracture,Wall,5x8,24 min,Medium,Reduce pain
5699,Pelvic Tilt,Neck,Post Surgery,Dumbbell,2x18,7 min,Low,Improve balance
5700,Sit to Stand,Arm,Post Fracture,Resistance Band,2x16,22 min,High,Improve balance
5701,Bridging,Shoulder,Sports Injury,Chair,2x18,8 min,Medium,Improve circulation
5702,Hip Abduction,Hip,Post Fracture,Dumbbell,2x12,23 min,High,Increase flexibility
5703,Hamstring Curl,Knee,Sports Injury,None,5x11,9 min,High,Rehabilitation
5704,Finger Stretch,Ankle,Post Fracture,None,4x20,20 min,Medium,Rehabilitation
5705,Finger Stretch,Shoulder,Muscle Weakness,Chair,3x19,9 min,Low,Improve balance
5706,Arm Circles,Leg,Post Surgery,Mat,4x9,14 min,Low,Improve balance
5707,Hamstring Curl,Core,Arthritis,Chair,2x16,19 min,Low,Rehabilitation
5708,Quad Sets,Hip,Stiffness,None,2x10,16 min,High,Reduce pain
5709,Pelvic Tilt,Ankle,Stiffness,Chair,2x16,6 min,Medium,Improve circulation
5710,Ankle Pumps,Core,Stiffness,Ball,5x14,7 min,High,Strengthen muscles
5711,Wrist Flexion,Neck,Chronic Pain,None,4x16,8 min,Medium,Improve circulation
5712,Hamstring Curl,Neck,Post Surgery,Chair,2x17,24 min,Low,Strengthen muscles
5713,Sit to Stand,Knee,Muscle Weakness,Wall,2x17,20 min,High,Improve mobility
5714,Neck Stretch,Hip,Post Surgery,None,4x17,12 min,Medium,Rehabilitation
5715,Wall Push-Ups,Shoulder,Chronic Pain,Mat,4x16,16 min,Medium,Improve circulation
5716,Trunk Rotation,Ankle,Mobility Issue,Chair,4x14,8 min,High,Increase flexibility
5717,Finger Stretch,Arm,Arthritis,Dumbbell,4x15,16 min,Medium,Improve balance
5718,Toe Raises,Neck,Muscle Weakness,Mat,4x16,22 min,Medium,Improve mobility
5719,Ankle Pumps,Back,Mobility Issue,Wall,3x8,18 min,Medium,Improve circulation
5720,Pelvic Tilt,Core,Chronic Pain,Wall,4x11,8 min,Low,Strengthen muscles
5721,Lunges,Back,Post Surgery,Ball,2x9,25 min,Low,Increase flexibility
5722,Toe Raises,Arm,Muscle Weakness,Dumbbell,5x18,16 min,Low,Improve balance
5723,Finger Stretch,Back,Stroke Recovery,Mat,5x13,13 min,Medium,Increase flexibility
5724,Ankle Pumps,Core,Stiffness,Wall,4x15,11 min,High,Improve balance
5725,Neck Stretch,Neck,Chronic Pain,Mat,5x9,20 min,Low,Reduce pain
5726,Wall Push-Ups,Ankle,Sports Injury,Resistance Band,5x16,22 min,Medium,Increase flexibility
5727,Calf Raises,Arm,Stroke Recovery,Resistance Band,2x14,25 min,Medium,Strengthen muscles
5728,Lunges,Ankle,Sports Injury,Wall,2x14,9 min,High,Improve balance
5729,Ankle Pumps,Ankle,Post Fracture,Mat,4x20,10 min,Low,Rehabilitation
5730,Trunk Rotation,Wrist,Stiffness,Wall,4x8,22 min,High,Improve circulation
5731,Trunk Rotation,Knee,Lower Back Pain,Mat,3x17,20 min,Medium,Improve circulation
5732,Sit to Stand,Knee,Muscle Weakness,None,3x12,7 min,High,Reduce pain
5733,Hamstring Curl,Neck,Sports Injury,Chair,5x16,22 min,High,Increase flexibility
5734,Hip Abduction,Neck,Stroke Recovery,Resistance Band,4x11,10 min,Medium,Improve circulation
5735,Neck Stretch,Back,Post Surgery,Chair,4x19,24 min,High,Rehabilitation
5736,Hamstring Curl,Hip,Sports Injury,Dumbbell,2x13,24 min,High,Reduce pain
5737,Lunges,Hip,Post Surgery,Dumbbell,5x18,20 min,Medium,Strengthen muscles
5738,Arm Circles,Arm,Arthritis,Mat,2x19,23 min,Low,Improve mobility
5739,Bridging,Ankle,Muscle Weakness,Dumbbell,5x9,9 min,High,Improve circulation
5740,Quad Sets,Hip,Lower Back Pain,None,4x9,16 min,Low,Increase flexibility
5741,Seated Marching,Back,Mobility Issue,Wall,4x10,25 min,High,Rehabilitation
5742,Hip Abduction,Knee,Post Fracture,None,4x10,9 min,Low,Reduce pain
5743,Calf Raises,Leg,Muscle Weakness,Mat,3x19,11 min,High,Rehabilitation
5744,Neck Stretch,Shoulder,Chronic Pain,Chair,2x11,7 min,Medium,Improve mobility
5745,Toe Raises,Leg,Stiffness,Ball,5x15,15 min,Medium,Rehabilitation
5746,Sit to Stand,Shoulder,Muscle Weakness,Resistance Band,2x15,19 min,Medium,Improve circulation
5747,Trunk Rotation,Neck,Chronic Pain,Dumbbell,2x15,17 min,Low,Improve balance
5748,Pelvic Tilt,Core,Lower Back Pain,Ball,4x10,21 min,High,Improve balance
5749,Seated Marching,Neck,Mobility Issue,None,4x16,11 min,Medium,Improve mobility
5750,Trunk Rotation,Ankle,Stiffness,Dumbbell,3x18,21 min,Medium,Rehabilitation
5751,Finger Stretch,Leg,Chronic Pain,Resistance Band,4x17,20 min,High,Improve balance
5752,Quad Sets,Arm,Chronic Pain,Resistance Band,5x14,9 min,Low,Improve balance
5753,Ankle Pumps,Wrist,Post Surgery,None,5x9,6 min,High,Improve circulation
5754,Wrist Flexion,Back,Muscle Weakness,None,3x13,22 min,Medium,Improve circulation
5755,Finger Stretch,Back,Arthritis,Dumbbell,4x16,23 min,Medium,Strengthen muscles
5756,Neck Stretch,Leg,Lower Back Pain,Wall,2x10,7 min,High,Improve circulation
5757,Heel Slides,Shoulder,Chronic Pain,Ball,5x19,20 min,High,Improve mobility
5758,Pelvic Tilt,Neck,Post Surgery,Mat,5x20,14 min,Medium,Improve balance
5759,Bridging,Shoulder,Stiffness,Ball,3x16,24 min,Low,Rehabilitation
5760,Seated Marching,Hip,Muscle Weakness,Resistance Band,5x13,6 min,Low,Increase flexibility
5761,Knee Extensions,Shoulder,Post Fracture,Chair,3x15,8 min,Low,Improve mobility
5762,Quad Sets,Wrist,Lower Back Pain,Mat,2x15,19 min,Low,Improve mobility
5763,Ankle Pumps,Hip,Sports Injury,Chair,3x10,24 min,Medium,Strengthen muscles
5764,Wrist Flexion,Ankle,Stiffness,None,5x16,19 min,Low,Increase flexibility
5765,Wrist Flexion,Ankle,Chronic Pain,Mat,3x11,6 min,Low,Strengthen muscles
5766,Toe Raises,Leg,Sports Injury,Mat,2x16,5 min,Medium,Rehabilitation
5767,Calf Raises,Arm,Mobility Issue,Ball,2x18,11 min,Low,Improve balance
5768,Wall Push-Ups,Shoulder,Mobility Issue,Ball,2x14,8 min,Medium,Reduce pain
5769,Shoulder Flexion,Hip,Lower Back Pain,None,5x8,12 min,Medium,Reduce pain
5770,Toe Raises,Core,Post Fracture,Wall,2x19,7 min,High,Reduce pain
5771,Heel Slides,Leg,Mobility Issue,Ball,4x19,17 min,High,Strengthen muscles
5772,Seated Marching,Back,Post Fracture,Ball,5x12,8 min,High,Strengthen muscles
5773,Wrist Flexion,Back,Sports Injury,Resistance Band,3x20,19 min,High,Strengthen muscles
5774,Lunges,Arm,Chronic Pain,None,2x14,8 min,Medium,Improve mobility
5775,Shoulder Flexion,Neck,Chronic Pain,Ball,2x8,7 min,High,Improve mobility
5776,Bridging,Leg,Post Surgery,Mat,4x18,23 min,Low,Improve mobility
5777,Hamstring Curl,Wrist,Stiffness,Chair,4x16,24 min,High,Improve mobility
5778,Trunk Rotation,Knee,Stroke Recovery,Wall,2x14,23 min,Medium,Strengthen muscles
5779,Hip Abduction,Back,Mobility Issue,Mat,4x12,14 min,Medium,Improve circulation
5780,Neck Stretch,Leg,Stiffness,Resistance Band,3x9,7 min,Low,Reduce pain
5781,Wall Push-Ups,Wrist,Arthritis,Resistance Band,4x17,12 min,High,Reduce pain
5782,Ankle Pumps,Arm,Lower Back Pain,Resistance Band,5x14,24 min,High,Reduce pain
5783,Arm Circles,Shoulder,Stroke Recovery,Wall,5x17,21 min,Low,Strengthen muscles
5784,Heel Slides,Back,Stiffness,Resistance Band,4x19,25 min,Low,Reduce pain
5785,Knee Extensions,Wrist,Muscle Weakness,None,5x9,12 min,Medium,Reduce pain
5786,Neck Stretch,Ankle,Arthritis,Resistance Band,2x16,11 min,Low,Strengthen muscles
5787,Quad Sets,Wrist,Sports Injury,Ball,2x8,8 min,Medium,Improve balance
5788,Quad Sets,Ankle,Lower Back Pain,Mat,4x19,12 min,Low,Reduce pain
5789,Hamstring Curl,Wrist,Post Fracture,Wall,3x17,6 min,Medium,Improve mobility
5790,Heel Slides,Leg,Post Surgery,Resistance Band,4x17,9 min,Medium,Increase flexibility
5791,Seated Marching,Neck,Sports Injury,Dumbbell,4x15,9 min,Medium,Improve mobility
5792,Wall Push-Ups,Neck,Muscle Weakness,Wall,5x16,12 min,High,Increase flexibility
5793,Hamstring Curl,Back,Post Surgery,Wall,2x20,8 min,Medium,Improve balance
5794,Calf Raises,Ankle,Mobility Issue,Resistance Band,2x18,10 min,Low,Improve mobility
5795,Arm Circles,Shoulder,Mobility Issue,Dumbbell,3x11,12 min,Low,Improve mobility
5796,Trunk Rotation,Wrist,Chronic Pain,Resistance Band,2x10,6 min,Medium,Reduce pain
5797,Ankle Pumps,Leg,Muscle Weakness,Wall,3x8,22 min,Low,Rehabilitation
5798,Hamstring Curl,Neck,Lower Back Pain,Resistance Band,3x16,10 min,Medium,Increase flexibility
5799,Shoulder Flexion,Shoulder,Lower Back Pain,Mat,4x20,5 min,Low,Strengthen muscles
5800,Seated Marching,Ankle,Muscle Weakness,Wall,4x9,8 min,Low,Improve balance
5801,Sit to Stand,Wrist,Sports Injury,Chair,2x14,23 min,Low,Improve circulation
5802,Calf Raises,Hip,Arthritis,Resistance Band,5x15,25 min,Low,Reduce pain
5803,Calf Raises,Arm,Chronic Pain,Dumbbell,5x19,19 min,Low,Improve circulation
5804,Finger Stretch,Core,Post Surgery,Chair,4x14,6 min,Medium,Increase flexibility
5805,Calf Raises,Neck,Chronic Pain,Ball,5x20,23 min,Low,Strengthen muscles
5806,Knee Extensions,Shoulder,Sports Injury,None,5x12,5 min,High,Reduce pain
5807,Knee Extensions,Back,Arthritis,Resistance Band,3x16,24 min,Medium,Improve circulation
5808,Hamstring Curl,Neck,Stroke Recovery,None,3x12,8 min,Low,Reduce pain
5809,Quad Sets,Ankle,Post Fracture,Ball,5x17,18 min,Low,Improve mobility
5810,Lunges,Shoulder,Arthritis,Wall,5x13,12 min,High,Strengthen muscles
5811,Finger Stretch,Back,Muscle Weakness,Chair,3x16,7 min,Low,Rehabilitation
5812,Heel Slides,Back,Chronic Pain,Mat,5x8,7 min,Medium,Improve mobility
5813,Wall Push-Ups,Core,Post Surgery,Mat,4x11,13 min,Low,Strengthen muscles
5814,Pelvic Tilt,Ankle,Mobility Issue,None,2x10,8 min,High,Improve mobility
5815,Seated Marching,Leg,Sports Injury,Chair,2x14,5 min,High,Improve mobility
5816,Finger Stretch,Core,Mobility Issue,Chair,3x9,18 min,Medium,Increase flexibility
5817,Shoulder Flexion,Arm,Muscle Weakness,None,5x17,25 min,High,Increase flexibility
5818,Sit to Stand,Back,Post Fracture,Dumbbell,3x17,9 min,Low,Rehabilitation
5819,Quad Sets,Wrist,Sports Injury,None,2x10,13 min,High,Improve mobility
5820,Knee Extensions,Back,Mobility Issue,Resistance Band,2x11,6 min,Low,Rehabilitation
5821,Calf Raises,Leg,Stroke Recovery,Resistance Band,2x19,9 min,Medium,Strengthen muscles
5822,Calf Raises,Ankle,Lower Back Pain,Mat,5x13,19 min,Medium,Improve balance
5823,Finger Stretch,Wrist,Post Fracture,Dumbbell,4x8,25 min,Low,Improve mobility
5824,Bridging,Wrist,Arthritis,None,4x8,15 min,High,Improve mobility
5825,Wall Push-Ups,Leg,Sports Injury,None,3x12,18 min,Low,Improve circulation
